Car Name,Price,Dealer Name,Transmission Type,Drivetrain,Fuel Type,Rating,Reviews,Location,Mileage
2021 Toyota Sienna XLE,"$41,721",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","39,850 mi."
2024 Toyota RAV4 Hybrid Woodland Edition,"$38,988",Conicelli Autoplex,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Conshohocken, PA (95 mi.)","5,918 mi."
2024 Toyota RAV4 Hybrid XSE,"$40,250",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",350 mi.
2021 Ford Bronco Outer Banks,"$41,212",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.2,"2,172 reviews","Baltimore, MD (15 mi.)","25,430 mi."
2021 Honda CR-V Hybrid EX-L,"$28,000",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.4,"1,171 reviews","Manassas, VA (55 mi.)","44,811 mi."
2024 Toyota Venza Limited,"$45,987",Miller Toyota,CVT,All-Wheel Drive,Hybrid,4.6,831 reviews,"Manassas, VA (55 mi.)","8,381 mi."
2021 Ford Escape SE,"$23,000",Preston Ford Lincoln Hyundai Nissan,CVT,All-Wheel Drive,Hybrid,0,565 reviews,"Hurlock, MD (57 mi.)","29,650 mi."
2021 Toyota Highlander Hybrid Limited,"$42,000",Lexus of Wilmington,CVT,All-Wheel Drive,Hybrid,4.9,913 reviews,"Wilmington, DE (70 mi.)","17,062 mi."
2021 Toyota Venza LE,Not Priced,Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,647 reviews","Thorndale, PA (72 mi.)","112,978 mi."
2022 Toyota Highlander Hybrid XLE,"$38,700",CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,0,66 reviews,"Martinsburg, WV (72 mi.)","62,613 mi."
2022 Toyota RAV4 Hybrid LE,"$31,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","39,552 mi."
2021 Toyota RAV4 Hybrid Limited,"$25,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","121,666 mi."
2019 Lexus UX 250h F Sport,"$27,000",Casey Subaru,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Newport News, VA (150 mi.)","47,905 mi."
2019 Lexus NX 300h Base,"$22,832",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","102,797 mi."
2022 Lexus LS 500h Base,"$97,998",Lexus of Cherry Hill,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Mount Laurel, NJ (104 mi.)","22,584 mi."
2024 Toyota RAV4 Hybrid Limited,"$44,987",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",300 mi.
2024 Toyota RAV4 Hybrid XLE,"$35,499",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","19,889 mi."
2023 Honda CR-V Hybrid Sport,"$33,891",Mercedes-Benz of Richmond,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Richmond, VA (121 mi.)","12,533 mi."
2024 Lexus NX 350h Luxury,"$55,154",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","8,937 mi."
2021 Toyota Sienna XLE,"$41,721",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","39,850 mi."
2024 Toyota RAV4 Hybrid Woodland Edition,"$38,988",Conicelli Autoplex,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Conshohocken, PA (95 mi.)","5,918 mi."
2024 Toyota RAV4 Hybrid XSE,"$40,250",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",350 mi.
2021 Ford Bronco Outer Banks,"$41,212",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.2,"2,172 reviews","Baltimore, MD (15 mi.)","25,430 mi."
2021 Honda CR-V Hybrid EX-L,"$28,000",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.4,"1,171 reviews","Manassas, VA (55 mi.)","44,811 mi."
2024 Toyota Venza Limited,"$45,987",Miller Toyota,CVT,All-Wheel Drive,Hybrid,4.6,831 reviews,"Manassas, VA (55 mi.)","8,381 mi."
2021 Ford Escape SE,"$23,000",Preston Ford Lincoln Hyundai Nissan,CVT,All-Wheel Drive,Hybrid,0,565 reviews,"Hurlock, MD (57 mi.)","29,650 mi."
2021 Toyota Highlander Hybrid Limited,"$42,000",Lexus of Wilmington,CVT,All-Wheel Drive,Hybrid,4.9,913 reviews,"Wilmington, DE (70 mi.)","17,062 mi."
2021 Toyota Venza LE,Not Priced,Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,647 reviews","Thorndale, PA (72 mi.)","112,978 mi."
2022 Toyota Highlander Hybrid XLE,"$38,700",CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,0,66 reviews,"Martinsburg, WV (72 mi.)","62,613 mi."
2022 Toyota RAV4 Hybrid LE,"$31,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","39,552 mi."
2021 Toyota RAV4 Hybrid Limited,"$25,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","121,666 mi."
2019 Lexus UX 250h F Sport,"$27,000",Casey Subaru,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Newport News, VA (150 mi.)","47,905 mi."
2019 Lexus NX 300h Base,"$22,832",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","102,797 mi."
2022 Lexus LS 500h Base,"$97,998",Lexus of Cherry Hill,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Mount Laurel, NJ (104 mi.)","22,584 mi."
2024 Toyota RAV4 Hybrid Limited,"$44,987",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",300 mi.
2024 Toyota RAV4 Hybrid XLE,"$35,499",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","19,889 mi."
2023 Honda CR-V Hybrid Sport,"$33,891",Mercedes-Benz of Richmond,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Richmond, VA (121 mi.)","12,533 mi."
2024 Lexus NX 350h Luxury,"$55,154",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","8,937 mi."
2021 Toyota Sienna XLE,"$41,721",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","39,850 mi."
2024 Toyota RAV4 Hybrid Woodland Edition,"$38,988",Conicelli Autoplex,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Conshohocken, PA (95 mi.)","5,918 mi."
2024 Toyota RAV4 Hybrid XSE,"$40,250",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",350 mi.
2021 Ford Bronco Outer Banks,"$41,212",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.2,"2,172 reviews","Baltimore, MD (15 mi.)","25,430 mi."
2021 Honda CR-V Hybrid EX-L,"$28,000",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.4,"1,171 reviews","Manassas, VA (55 mi.)","44,811 mi."
2024 Toyota Venza Limited,"$45,987",Miller Toyota,CVT,All-Wheel Drive,Hybrid,4.6,831 reviews,"Manassas, VA (55 mi.)","8,381 mi."
2021 Ford Escape SE,"$23,000",Preston Ford Lincoln Hyundai Nissan,CVT,All-Wheel Drive,Hybrid,0,565 reviews,"Hurlock, MD (57 mi.)","29,650 mi."
2021 Toyota Highlander Hybrid Limited,"$42,000",Lexus of Wilmington,CVT,All-Wheel Drive,Hybrid,4.9,913 reviews,"Wilmington, DE (70 mi.)","17,062 mi."
2021 Toyota Venza LE,Not Priced,Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,647 reviews","Thorndale, PA (72 mi.)","112,978 mi."
2022 Toyota Highlander Hybrid XLE,"$38,700",CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,0,66 reviews,"Martinsburg, WV (72 mi.)","62,613 mi."
2022 Toyota RAV4 Hybrid LE,"$31,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","39,552 mi."
2021 Toyota RAV4 Hybrid Limited,"$25,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","121,666 mi."
2019 Lexus UX 250h F Sport,"$27,000",Casey Subaru,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Newport News, VA (150 mi.)","47,905 mi."
2019 Lexus NX 300h Base,"$22,832",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","102,797 mi."
2022 Lexus LS 500h Base,"$97,998",Lexus of Cherry Hill,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Mount Laurel, NJ (104 mi.)","22,584 mi."
2024 Toyota RAV4 Hybrid Limited,"$44,987",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",300 mi.
2024 Toyota RAV4 Hybrid XLE,"$35,499",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","19,889 mi."
2023 Honda CR-V Hybrid Sport,"$33,891",Mercedes-Benz of Richmond,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Richmond, VA (121 mi.)","12,533 mi."
2024 Lexus NX 350h Luxury,"$55,154",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","8,937 mi."
2021 Toyota Sienna XLE,"$41,721",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","39,850 mi."
2024 Toyota RAV4 Hybrid Woodland Edition,"$38,988",Conicelli Autoplex,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Conshohocken, PA (95 mi.)","5,918 mi."
2024 Toyota RAV4 Hybrid XSE,"$40,250",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",350 mi.
2021 Ford Bronco Outer Banks,"$41,212",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.2,"2,172 reviews","Baltimore, MD (15 mi.)","25,430 mi."
2021 Honda CR-V Hybrid EX-L,"$28,000",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.4,"1,171 reviews","Manassas, VA (55 mi.)","44,811 mi."
2024 Toyota Venza Limited,"$45,987",Miller Toyota,CVT,All-Wheel Drive,Hybrid,4.6,831 reviews,"Manassas, VA (55 mi.)","8,381 mi."
2021 Ford Escape SE,"$23,000",Preston Ford Lincoln Hyundai Nissan,CVT,All-Wheel Drive,Hybrid,0,565 reviews,"Hurlock, MD (57 mi.)","29,650 mi."
2021 Toyota Highlander Hybrid Limited,"$42,000",Lexus of Wilmington,CVT,All-Wheel Drive,Hybrid,4.9,913 reviews,"Wilmington, DE (70 mi.)","17,062 mi."
2021 Toyota Venza LE,Not Priced,Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,647 reviews","Thorndale, PA (72 mi.)","112,978 mi."
2022 Toyota Highlander Hybrid XLE,"$38,700",CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,0,66 reviews,"Martinsburg, WV (72 mi.)","62,613 mi."
2021 Toyota RAV4 Hybrid Limited,"$25,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","121,666 mi."
2022 Toyota RAV4 Hybrid LE,"$31,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","39,552 mi."
2019 Lexus UX 250h F Sport,"$27,000",Casey Subaru,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Newport News, VA (150 mi.)","47,905 mi."
2019 Lexus NX 300h Base,"$22,832",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","102,797 mi."
2022 Lexus LS 500h Base,"$97,998",Lexus of Cherry Hill,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Mount Laurel, NJ (104 mi.)","22,584 mi."
2024 Toyota RAV4 Hybrid Limited,"$44,987",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",300 mi.
2024 Toyota RAV4 Hybrid XLE,"$35,499",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","19,889 mi."
2023 Honda CR-V Hybrid Sport,"$33,891",Mercedes-Benz of Richmond,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Richmond, VA (121 mi.)","12,533 mi."
2024 Lexus NX 350h Luxury,"$55,154",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","8,937 mi."
2021 Toyota Sienna XLE,"$41,721",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","39,850 mi."
2024 Toyota RAV4 Hybrid Woodland Edition,"$38,988",Conicelli Autoplex,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Conshohocken, PA (95 mi.)","5,918 mi."
2024 Toyota RAV4 Hybrid XSE,"$40,250",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",350 mi.
2021 Ford Bronco Outer Banks,"$41,212",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.2,"2,172 reviews","Baltimore, MD (15 mi.)","25,430 mi."
2021 Honda CR-V Hybrid EX-L,"$28,000",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.4,"1,171 reviews","Manassas, VA (55 mi.)","44,811 mi."
2024 Toyota Venza Limited,"$45,987",Miller Toyota,CVT,All-Wheel Drive,Hybrid,4.6,831 reviews,"Manassas, VA (55 mi.)","8,381 mi."
2021 Ford Escape SE,"$23,000",Preston Ford Lincoln Hyundai Nissan,CVT,All-Wheel Drive,Hybrid,0,565 reviews,"Hurlock, MD (57 mi.)","29,650 mi."
2021 Toyota Highlander Hybrid Limited,"$42,000",Lexus of Wilmington,CVT,All-Wheel Drive,Hybrid,4.9,913 reviews,"Wilmington, DE (70 mi.)","17,062 mi."
2021 Toyota Venza LE,Not Priced,Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,647 reviews","Thorndale, PA (72 mi.)","112,978 mi."
2022 Toyota Highlander Hybrid XLE,"$38,700",CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,0,66 reviews,"Martinsburg, WV (72 mi.)","62,613 mi."
2021 Toyota RAV4 Hybrid Limited,"$25,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","121,666 mi."
2022 Toyota RAV4 Hybrid LE,"$31,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","39,552 mi."
2019 Lexus UX 250h F Sport,"$27,000",Casey Subaru,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Newport News, VA (150 mi.)","47,905 mi."
2019 Lexus NX 300h Base,"$22,832",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","102,797 mi."
2022 Lexus LS 500h Base,"$97,998",Lexus of Cherry Hill,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Mount Laurel, NJ (104 mi.)","22,584 mi."
2024 Toyota RAV4 Hybrid Limited,"$44,987",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",300 mi.
2024 Toyota RAV4 Hybrid XLE,"$35,499",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","19,889 mi."
2023 Honda CR-V Hybrid Sport,"$33,891",Mercedes-Benz of Richmond,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Richmond, VA (121 mi.)","12,533 mi."
2024 Lexus NX 350h Luxury,"$55,154",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","8,937 mi."
2021 Toyota Sienna XLE,"$41,721",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","39,850 mi."
2024 Toyota RAV4 Hybrid Woodland Edition,"$38,988",Conicelli Autoplex,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Conshohocken, PA (95 mi.)","5,918 mi."
2024 Toyota RAV4 Hybrid XSE,"$40,250",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",350 mi.
2021 Ford Bronco Outer Banks,"$41,212",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.2,"2,172 reviews","Baltimore, MD (15 mi.)","25,430 mi."
2021 Honda CR-V Hybrid EX-L,"$28,000",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.4,"1,171 reviews","Manassas, VA (55 mi.)","44,811 mi."
2024 Toyota Venza Limited,"$45,987",Miller Toyota,CVT,All-Wheel Drive,Hybrid,4.6,831 reviews,"Manassas, VA (55 mi.)","8,381 mi."
2021 Ford Escape SE,"$23,000",Preston Ford Lincoln Hyundai Nissan,CVT,All-Wheel Drive,Hybrid,0,565 reviews,"Hurlock, MD (57 mi.)","29,650 mi."
2021 Toyota Highlander Hybrid Limited,"$42,000",Lexus of Wilmington,CVT,All-Wheel Drive,Hybrid,4.9,913 reviews,"Wilmington, DE (70 mi.)","17,062 mi."
2021 Toyota Venza LE,Not Priced,Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,647 reviews","Thorndale, PA (72 mi.)","112,978 mi."
2022 Toyota Highlander Hybrid XLE,"$38,700",CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,0,66 reviews,"Martinsburg, WV (72 mi.)","62,613 mi."
2022 Toyota RAV4 Hybrid LE,"$31,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","39,552 mi."
2021 Toyota RAV4 Hybrid Limited,"$25,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,3.7,"1,305 reviews","Glen Mills, PA (76 mi.)","121,666 mi."
2019 Lexus UX 250h F Sport,"$27,000",Casey Subaru,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Newport News, VA (150 mi.)","47,905 mi."
2019 Lexus NX 300h Base,"$22,832",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","102,797 mi."
2022 Lexus LS 500h Base,"$97,998",Lexus of Cherry Hill,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Mount Laurel, NJ (104 mi.)","22,584 mi."
2024 Toyota RAV4 Hybrid Limited,"$44,987",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",300 mi.
2024 Toyota RAV4 Hybrid XLE,"$35,499",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","19,889 mi."
2023 Honda CR-V Hybrid Sport,"$33,891",Mercedes-Benz of Richmond,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Richmond, VA (121 mi.)","12,533 mi."
2024 Lexus NX 350h Luxury,"$55,154",Lexus of Lehigh Valley,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Allentown, PA (111 mi.)","8,937 mi."
2021 Toyota Sienna XLE,"$41,721",Sloane Toyota of Philadelphia,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Philadelphia, PA (103 mi.)","39,850 mi."
2024 Toyota RAV4 Hybrid Woodland Edition,"$38,988",Conicelli Autoplex,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Conshohocken, PA (95 mi.)","5,918 mi."
2024 Toyota RAV4 Hybrid XSE,"$40,250",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)",350 mi.
